year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
1986,NEW HAMPSHIRE,NH,33,12.0,4,US SENATE,statewide,gen,False,WARREN B. RUDMAN,REPUBLICAN,False,total,154090.0,244735.0,False,20210114,REPUBLICAN
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ALFONSE M. D'AMATO,RIGHT TO LIFE,False,total,135836.0,4484859.0,False,20210114,OTHER
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ALFONSE M. D'AMATO,CONSERVATIVE,False,total,212101.0,4484859.0,False,20210114,OTHER
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ALFONSE M. D'AMATO,REPUBLICAN,False,total,2030260.0,4484859.0,False,20210114,REPUBLICAN
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,FREDERICK D. NEWMAN,NEW ALLIANCE,False,total,10559.0,4484859.0,False,20210114,OTHER
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,JOHN DYSON,LIBERAL,False,total,60099.0,4484859.0,False,20210114,OTHER
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,MARK GREEN,DEMOCRAT,False,total,1723216.0,4484859.0,False,20210114,DEMOCRAT
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,MICHARL SHUR,SOCIALIST WORKERS,False,total,7376.0,4484859.0,False,20210114,OTHER
1986,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,OTHER,,False,total,305412.0,4484859.0,False,20210114,OTHER
1986,NORTH CAROLINA,NC,37,56.0,47,US SENATE,statewide,gen,True,JAMES T. (JIM) BROYHILL,REPUBLICAN,False,total,753881.0,1534848.0,False,20210114,REPUBLICAN
1986,NORTH CAROLINA,NC,37,56.0,47,US SENATE,statewide,gen,True,TERRY SANFORD,DEMOCRAT,False,total,780967.0,1534848.0,False,20210114,DEMOCRAT
1986,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,ANNA BELLE BOURGOIS,INDEPENDENT,False,total,3269.0,289013.0,False,20210114,OTHER
1986,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,KENT CONRAD,DEMOCRAT,False,total,143932.0,289013.0,False,20210114,DEMOCRAT
1986,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,MARK ANDREWS,REPUBLICAN,False,total,141812.0,289013.0,False,20210114,REPUBLICAN
1986,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,JOHN GLENN,DEMOCRAT,False,total,1949208.0,3121189.0,False,20210114,DEMOCRAT
1986,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,THOMAS N. KINDNESS,REPUBLICAN,False,total,1171893.0,3121189.0,False,20210114,REPUBLICAN
1986,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,,,True,total,88.0,3121189.0,False,20210114,OTHER
1986,OKLAHOMA,OK,40,73.0,53,US SENATE,statewide,gen,False,DON NICKLES,REPUBLICAN,False,total,493436.0,893666.0,False,20210114,REPUBLICAN
1986,OKLAHOMA,OK,40,73.0,53,US SENATE,statewide,gen,False,JAMES R. JONES,DEMOCRAT,False,total,400230.0,893666.0,False,20210114,DEMOCRAT
1986,OREGON,OR,41,92.0,72,US SENATE,statewide,gen,False,BOB PACKWOOD,REPUBLICAN,False,total,656317.0,1042555.0,False,20210114,REPUBLICAN
1986,OREGON,OR,41,92.0,72,US SENATE,statewide,gen,False,OTHER,,False,total,10503.0,1042555.0,False,20210114,OTHER
1986,OREGON,OR,41,92.0,72,US SENATE,statewide,gen,False,RICK BAUMAN,DEMOCRAT,False,total,375735.0,1042555.0,False,20210114,DEMOCRAT
1986,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,ARLEN SPECTER,REPUBLICAN,False,total,1906537.0,3378226.0,False,20210114,REPUBLICAN
1986,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,BOB EDGAR,DEMOCRAT,False,total,1448219.0,3378226.0,False,20210114,DEMOCRAT
1986,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,LANCE S. HAVER,CONSUMER,False,total,23470.0,3378226.0,False,20210114,OTHER
1986,SOUTH CAROLINA,SC,45,57.0,48,US SENATE,statewide,gen,False,ERNEST FRITZ HOLLINGS,DEMOCRAT,False,total,465500.0,737962.0,False,20210114,DEMOCRAT
1986,SOUTH CAROLINA,SC,45,57.0,48,US SENATE,statewide,gen,False,HENRY D. MCMASTER,REPUBLICAN,False,total,262886.0,737962.0,False,20210114,REPUBLICAN
1986,SOUTH CAROLINA,SC,45,57.0,48,US SENATE,statewide,gen,False,RAY HILLYARD,AMERICAN,False,total,4588.0,737962.0,False,20210114,OTHER
1986,SOUTH CAROLINA,SC,45,57.0,48,US SENATE,statewide,gen,False,STEVEN B. VANDERVELDE,LIBERTARIAN,False,total,4789.0,737962.0,False,20210114,LIBERTARIAN
1986,SOUTH CAROLINA,SC,45,57.0,48,US SENATE,statewide,gen,False,,,True,total,199.0,737962.0,False,20210114,OTHER
1986,SOUTH DAKOTA,SD,46,45.0,37,US SENATE,statewide,gen,False,JAMES ABDNOR,REPUBLICAN,False,total,143173.0,295830.0,False,20210114,REPUBLICAN
1986,SOUTH DAKOTA,SD,46,45.0,37,US SENATE,statewide,gen,False,THOMAS A. DASCHLE,DEMOCRAT,False,total,152657.0,295830.0,False,20210114,DEMOCRAT
1986,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,CRAIG S. OLIVER,DEMOCRAT,False,total,115523.0,435111.0,False,20210114,DEMOCRAT
1986,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,"E. J. ""JAKE"" GARN",REPUBLICAN,False,total,314608.0,435111.0,False,20210114,REPUBLICAN
1986,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,HUGH A. BUTLER,LIBERTARIAN,False,total,3023.0,435111.0,False,20210114,LIBERTARIAN
1986,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,MARY ZINS,SOCIALIST WORKERS,False,total,1863.0,435111.0,False,20210114,OTHER
1986,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,,,True,total,94.0,435111.0,False,20210114,OTHER
1986,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,ANTHONY N. DORIA,CONSERVATIVE,False,total,2963.0,196532.0,False,20210114,OTHER
1986,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,DICK SNELLING,REPUBLICAN,False,total,67798.0,196532.0,False,20210114,REPUBLICAN
1986,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,JERRY LEVY,LIBERTY UNION,False,total,1583.0,196532.0,False,20210114,OTHER
1986,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,PATRICK LEAHY,DEMOCRAT,False,total,124123.0,196532.0,False,20210114,DEMOCRAT
1986,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,SCATTER,,False,total,65.0,196532.0,False,20210114,OTHER
1986,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,BROCK ADAMS,DEMOCRAT,False,total,677471.0,1337367.0,False,20210114,DEMOCRAT
1986,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,JILL FEIN,SOCIALIST WORKERS,False,total,8965.0,1337367.0,False,20210114,OTHER
1986,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,650931.0,1337367.0,False,20210114,REPUBLICAN
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,EDWARD R. GARVEY,DEMOCRAT,False,total,702963.0,1483174.0,False,20210114,DEMOCRAT
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,EUGENE A. HEM,THIRD PARTY,False,total,2234.0,1483174.0,False,20210114,OTHER
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,MARGO STORSTEEN,SOCIALIST WORKERS,False,total,2926.0,1483174.0,False,20210114,OTHER
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,PETER Y. TAYLOR SR.,INDEPENDENT,False,total,19266.0,1483174.0,False,20210114,OTHER
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,ROBERT W. KASTEN JR.,REPUBLICAN,False,total,754573.0,1483174.0,False,20210114,REPUBLICAN
1986,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,SCATTER,,False,total,1212.0,1483174.0,False,20210114,OTHER
1988,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,DENNIS DECONCINI,DEMOCRAT,False,total,660403.0,1164539.0,False,20210114,DEMOCRAT
1988,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,ED FINKELSTEIN,NEW ALLIANCE,False,total,5195.0,1164539.0,False,20210114,OTHER
1988,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,KEITH DEGREEN,REPUBLICAN,False,total,478060.0,1164539.0,False,20210114,REPUBLICAN
1988,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,RICK TOMPKINS,LIBERTARIAN,False,total,20849.0,1164539.0,False,20210114,LIBERTARIAN
1988,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,,,True,total,32.0,1164539.0,False,20210114,OTHER
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,JACK DEAN,LIBERTARIAN,False,total,79997.0,9743598.0,False,20210114,LIBERTARIAN
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,LEO MCCARTHY,DEMOCRAT,False,total,4287253.0,9743598.0,False,20210114,DEMOCRAT
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,M. ELIZABETH MUNOZ,PEACE AND FREEDOM,False,total,166600.0,9743598.0,False,20210114,OTHER
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,MERTON D. SHORT,INDEPENDENT,False,total,66288.0,9743598.0,False,20210114,OTHER
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,PETE WILSON,REPUBLICAN,False,total,5143409.0,9743598.0,False,20210114,REPUBLICAN
1988,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,,,True,total,51.0,9743598.0,False,20210114,OTHER
1988,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,"HOWARD AVORY GRAYSON, JR.",LIBERTARIAN,False,total,12409.0,1383526.0,False,20210114,LIBERTARIAN
1988,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,JOE LIEBERMAN,DEMOCRAT,False,total,688499.0,1383526.0,False,20210114,DEMOCRAT
1988,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,"LOWELL P. WEICHER, JR.",REPUBLICAN,False,total,678454.0,1383526.0,False,20210114,REPUBLICAN
1988,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,MELISSA M. FISHER,NEW ALLIANCE,False,total,4154.0,1383526.0,False,20210114,OTHER
1988,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,,,True,total,10.0,1383526.0,False,20210114,OTHER
1988,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,S. B. WOO,DEMOCRAT,False,total,92378.0,243493.0,False,20210114,DEMOCRAT
1988,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,"WILLIAM V. ROTH, JR.",REPUBLICAN,False,total,151115.0,243493.0,False,20210114,REPUBLICAN
1988,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,BUDDY MACKAY,DEMOCRAT,False,total,2016553.0,4068209.0,False,20210114,DEMOCRAT
1988,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,CONNIE MACK,REPUBLICAN,False,total,2051071.0,4068209.0,False,20210114,REPUBLICAN
1988,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,,,True,total,585.0,4068209.0,False,20210114,OTHER
1988,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,KEN SCHOOLLAND,LIBERTARIAN,False,total,8948.0,323876.0,False,20210114,LIBERTARIAN
1988,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,MARIA M. HUSTACE,REPUBLICAN,False,total,66987.0,323876.0,False,20210114,REPUBLICAN
1988,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,SPARK MATSUNAGA,DEMOCRAT,False,total,247941.0,323876.0,False,20210114,DEMOCRAT
1988,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,JACK WICKES,DEMOCRAT,False,total,668778.0,2099303.0,False,20210114,DEMOCRAT
1988,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,RICHARD G. LUGAR,REPUBLICAN,False,total,1430525.0,2099303.0,False,20210114,REPUBLICAN
1988,MAINE,ME,23,11.0,2,US SENATE,statewide,gen,False,GEORGE J. MITCHELL,DEMOCRAT,False,total,452581.0,556745.0,False,20210114,DEMOCRAT
1988,MAINE,ME,23,11.0,2,US SENATE,statewide,gen,False,JASPER S. WYMAN,REPUBLICAN,False,total,104164.0,556745.0,False,20210114,REPUBLICAN
1988,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,ALAN L. KEYES,REPUBLICAN,False,total,617537.0,1617065.0,False,20210114,REPUBLICAN
1988,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,PAUL S. SARBANES,DEMOCRAT,False,total,999166.0,1617065.0,False,20210114,DEMOCRAT
1988,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,,,True,total,362.0,1617065.0,False,20210114,OTHER
1988,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1693344.0,2606225.0,False,20210114,DEMOCRAT
1988,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,FREDA LEE NASON,LIBERTARIAN,False,total,13199.0,2606225.0,False,20210114,LIBERTARIAN
1988,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,JOSEPH D. MALONE,REPUBLICAN,False,total,884267.0,2606225.0,False,20210114,REPUBLICAN
1988,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,MARY FRIDLEY,NEW ALLIANCE,False,total,15208.0,2606225.0,False,20210114,OTHER
1988,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,OTHER,,False,total,207.0,2606225.0,False,20210114,OTHER
1988,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,DICK M. JACOBS,LIBERTARIAN,False,total,27116.0,3505985.0,False,20210114,LIBERTARIAN
1988,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,"DONALD W. RIEGLE, JR.",DEMOCRAT,False,total,2116865.0,3505985.0,False,20210114,DEMOCRAT
1988,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,JIM DUNN,REPUBLICAN,False,total,1348219.0,3505985.0,False,20210114,REPUBLICAN
1988,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,OTHER,,False,total,4877.0,3505985.0,False,20210114,OTHER
1988,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,SALLY BIER,WORKERS AGAINST CONCESSIONS,False,total,8908.0,3505985.0,False,20210114,OTHER
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,ARLEN OVERVIG,LIBERTARIAN,False,total,4039.0,2093953.0,False,20210114,LIBERTARIAN
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,DAVE DURENBERGER,REPUBLICAN,False,total,1176210.0,2093953.0,False,20210114,REPUBLICAN
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,DERRICK P. GRIMMER,GRASSROOTS,False,total,9016.0,2093953.0,False,20210114,OTHER
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,"HUBERT H. ""SKIP"" HUMPHREY III",DEMOCRATIC-FARMER-LABOR,False,total,856694.0,2093953.0,False,20210114,DEMOCRAT
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,POLLY MANN,PROGRESSIVE ISSUES,False,total,44474.0,2093953.0,False,20210114,OTHER
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,WENDY LYONS,SOCIALIST WORKERS,False,total,3105.0,2093953.0,False,20210114,OTHER
1988,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,,,True,total,415.0,2093953.0,False,20210114,OTHER
1988,MISSISSIPPI,MS,28,64.0,46,US SENATE,statewide,gen,False,TRENT LOTT,REPUBLICAN,False,total,510380.0,946719.0,False,20210114,REPUBLICAN
1988,MISSISSIPPI,MS,28,64.0,46,US SENATE,statewide,gen,False,WAYNE DOWDY,DEMOCRAT,False,total,436339.0,946719.0,False,20210114,DEMOCRAT
1988,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,JEREMIAH W. (JAY) NIXON,DEMOCRAT,False,total,660045.0,2078875.0,False,20210114,DEMOCRAT
1988,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,JOHN C. DANFORTH,REPUBLICAN,False,total,1407416.0,2078875.0,False,20210114,REPUBLICAN
1988,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,JOHN GUZE,LIBERTARIAN,False,total,11410.0,2078875.0,False,20210114,LIBERTARIAN
1988,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,,,True,total,4.0,2078875.0,False,20210114,OTHER
1988,MONTANA,MT,30,81.0,64,US SENATE,statewide,gen,False,CONRAD BURNS,REPUBLICAN,False,total,189445.0,365254.0,False,20210114,REPUBLICAN
1988,MONTANA,MT,30,81.0,64,US SENATE,statewide,gen,False,JOHN MELCHER,DEMOCRAT,False,total,175809.0,365254.0,False,20210114,DEMOCRAT
1988,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,BOB KERREY,DEMOCRAT,False,total,378717.0,667860.0,False,20210114,DEMOCRAT
1988,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,DAVE KARNES,REPUBLICAN,False,total,278250.0,667860.0,False,20210114,REPUBLICAN
1988,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,ERNIE CHAMBERS,NEW ALLIANCE,False,total,10372.0,667860.0,False,20210114,OTHER
1988,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,,,True,total,521.0,667860.0,False,20210114,OTHER
1988,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,CHIC HECHT,REPUBLICAN,False,total,161336.0,342407.0,False,20210114,REPUBLICAN
1988,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,JAMES FRYE,LIBERTARIAN,False,total,5523.0,342407.0,False,20210114,LIBERTARIAN
1988,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,RICHARD H. BRYAN,DEMOCRAT,False,total,175548.0,342407.0,False,20210114,DEMOCRAT
1988,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,FRANK R. LAUTENBERG,DEMOCRAT,False,total,1599905.0,2987634.0,False,20210114,DEMOCRAT
1988,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,JERRY ZELDIN,LIBERTARIAN,False,total,12354.0,2987634.0,False,20210114,LIBERTARIAN
1988,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,JOSEPH F. JOB,INDEPENDENT,False,total,20091.0,2987634.0,False,20210114,OTHER
1988,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,PETER M. DAWKINS,REPUBLICAN,False,total,1349937.0,2987634.0,False,20210114,REPUBLICAN
1988,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,THOMAS A. FISKE,SOCIALIST WORKERS,False,total,5347.0,2987634.0,False,20210114,OTHER
1988,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,BILL VALENTINE,REPUBLICAN,False,total,186579.0,508598.0,False,20210114,REPUBLICAN
1988,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,JEFF BINGAMAN,DEMOCRAT,False,total,321983.0,508598.0,False,20210114,DEMOCRAT
1988,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,,,True,total,36.0,508598.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ADELLE R. NATHANSON,RIGHT TO LIFE,False,total,64845.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,CHARLENE MITCHELL,INDEPENDENT PROGRESSIVE LINE,False,total,14770.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,DANIEL PATRICK MOYNIHAN,LIBERAL,False,total,141471.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,DANIEL PATRICK MOYNIHAN,DEMOCRAT,False,total,3907178.0,6040980.0,False,20210114,DEMOCRAT
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,"JAMES E. HARRIS, JR.",SOCIALIST WORKERS,False,total,11239.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,LYDIA BAYONETA,WORKERS WORLD,False,total,13573.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,OTHER,,False,total,56.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ROBERT R. MCMILLAN,CONSERVATIVE,False,total,189226.0,6040980.0,False,20210114,OTHER
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ROBERT R. MCMILLAN,REPUBLICAN,False,total,1686558.0,6040980.0,False,20210114,REPUBLICAN
1988,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,WILLIAM P. MCMILLEN,LIBERTARIAN,False,total,12064.0,6040980.0,False,20210114,LIBERTARIAN
1988,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,EARL STRINDEN,REPUBLICAN,False,total,112937.0,289170.0,False,20210114,REPUBLICAN
1988,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,KENNETH C. GARDNER,LIBERTARIAN,False,total,4334.0,289170.0,False,20210114,LIBERTARIAN
1988,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,QUENTIN N. BURDICK,DEMOCRAT,False,total,171899.0,289170.0,False,20210114,DEMOCRAT
1988,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,GEORGE V VOINOVICH,REPUBLICAN,False,total,1872716.0,4352905.0,False,20210114,REPUBLICAN
1988,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,HOWARD M. METZENBAUM,DEMOCRAT,False,total,2480038.0,4352905.0,False,20210114,DEMOCRAT
1988,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,,,True,total,151.0,4352905.0,False,20210114,OTHER
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,DARCY RICHARDSON,CONSUMER,False,total,25273.0,4366598.0,False,20210114,OTHER
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,HENRY HALLER III,LIBERTARIAN,False,total,11822.0,4366598.0,False,20210114,LIBERTARIAN
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,JOE VIGNOLA,DEMOCRAT,False,total,1416764.0,4366598.0,False,20210114,DEMOCRAT
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,JOHN HEINZ,REPUBLICAN,False,total,2901715.0,4366598.0,False,20210114,REPUBLICAN
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,SAM BLANCATO,NEW ALLIANCE,False,total,4569.0,4366598.0,False,20210114,OTHER
1988,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,"SAMUEL CROSS, JR.",POPULIST,False,total,6455.0,4366598.0,False,20210114,OTHER
1988,RHODE ISLAND,RI,44,15.0,5,US SENATE,statewide,gen,False,JOHN H. CHAFFEE,REPUBLICAN,False,total,217273.0,397990.0,False,20210114,REPUBLICAN
1988,RHODE ISLAND,RI,44,15.0,5,US SENATE,statewide,gen,False,RICHARD A. LICHT,DEMOCRAT,False,total,180717.0,397990.0,False,20210114,DEMOCRAT
1988,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,BILL ANDERSEN,REPUBLICAN,False,total,541033.0,1567181.0,False,20210114,REPUBLICAN
1988,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,JIM SASSER,DEMOCRAT,False,total,1020061.0,1567181.0,False,20210114,DEMOCRAT
1988,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,KHALIL-ULLAH AL-MUHAYMIN,INDEPENDENT,False,total,6042.0,1567181.0,False,20210114,OTHER
1988,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,,,True,total,45.0,1567181.0,False,20210114,OTHER
1988,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,BEAU BOULTER,REPUBLICAN,False,total,2129228.0,5323606.0,False,20210114,REPUBLICAN
1988,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,JEFF DAIELL,LIBERTARIAN,False,total,43989.0,5323606.0,False,20210114,LIBERTARIAN
1988,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,LLOYD BENTSEN,DEMOCRAT,False,total,3149806.0,5323606.0,False,20210114,DEMOCRAT
1988,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,,,True,total,583.0,5323606.0,False,20210114,OTHER
1988,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,BRIAN H. MOSS,DEMOCRAT,False,total,203364.0,640702.0,False,20210114,DEMOCRAT
1988,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,ORRIN G. HATCH,REPUBLICAN,False,total,430089.0,640702.0,False,20210114,REPUBLICAN
1988,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,ROBERT J. SMITH,AMERICAN,False,total,6016.0,640702.0,False,20210114,OTHER
1988,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,WILLIAM M. ARTH,SOCIALIST WORKERS,False,total,1233.0,640702.0,False,20210114,OTHER
1988,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,BILL GRAY,DEMOCRAT,False,total,71460.0,240108.0,False,20210114,DEMOCRAT
1988,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,JAMES M. JEFFORDS,REPUBLICAN,False,total,163183.0,240108.0,False,20210114,REPUBLICAN
1988,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,JERRY LEVY,LIBERTY UNION,False,total,2533.0,240108.0,False,20210114,OTHER
1988,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,KING MILNE,INDEPENDENT,False,total,2424.0,240108.0,False,20210114,OTHER
1988,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,SCATTER,,False,total,508.0,240108.0,False,20210114,OTHER
1988,VIRGINIA,VA,51,54.0,40,US SENATE,statewide,gen,False,CHARLES S. ROBB,DEMOCRAT,False,total,1474086.0,2068897.0,False,20210114,DEMOCRAT
